source_workbook,source_sheet,source_row_number,cow_id,replication,thi_category,genetic_group,partition,group_cv_fold,random_seed,split_version
"DMI, milk yield and composition.xlsx",Sheet1,494,404,3,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,495,404,4,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,496,404,5,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,497,405,1,T0,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,498,405,2,T0,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,499,405,3,T0,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,500,405,4,T0,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,501,405,5,T0,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,502,405,1,T1,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,503,405,2,T1,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,504,405,3,T1,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,505,405,4,T1,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,506,405,5,T1,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,507,405,1,T2,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,508,405,2,T2,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,509,405,3,T2,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,510,405,4,T2,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,511,405,5,T2,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,512,406,1,T0,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,513,406,2,T0,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,514,406,3,T0,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,515,406,4,T0,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,516,406,5,T0,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,517,406,1,T1,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,518,406,2,T1,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,519,406,3,T1,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,520,406,4,T1,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,521,406,5,T1,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,522,406,1,T2,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,523,406,2,T2,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,524,406,3,T2,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,525,406,4,T2,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,526,406,5,T2,HF75,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,527,407,1,T0,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,528,407,2,T0,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,529,407,3,T0,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,530,407,4,T0,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,531,407,5,T0,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,532,407,1,T1,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,533,407,2,T1,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,534,407,3,T1,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,535,407,4,T1,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,536,407,5,T1,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,537,407,1,T2,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,538,407,2,T2,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,539,407,3,T2,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,540,407,4,T2,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,541,407,5,T2,HF75,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,542,408,1,T0,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,543,408,2,T0,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,544,408,3,T0,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,545,408,4,T0,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,546,408,5,T0,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,547,408,1,T1,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,548,408,2,T1,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,549,408,3,T1,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,550,408,4,T1,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,551,408,5,T1,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,552,408,1,T2,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,553,408,2,T2,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,554,408,3,T2,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,555,408,4,T2,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,556,408,5,T2,HF75,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,557,409,1,T0,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,558,409,2,T0,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,559,409,3,T0,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,560,409,4,T0,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,561,409,5,T0,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,562,409,1,T1,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,563,409,2,T1,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,564,409,3,T1,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,565,409,4,T1,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,566,409,5,T1,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,567,409,1,T2,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,568,409,2,T2,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,569,409,3,T2,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,570,409,4,T2,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,571,409,5,T2,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,572,410,1,T0,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,573,410,2,T0,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,574,410,3,T0,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,575,410,4,T0,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,576,410,5,T0,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,577,410,1,T1,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,578,410,2,T1,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,579,410,3,T1,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,580,410,4,T1,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,581,410,5,T1,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,582,410,1,T2,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,583,410,2,T2,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,584,410,3,T2,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,585,410,4,T2,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,586,410,5,T2,HF75,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,587,411,1,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,588,411,2,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,589,411,3,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,590,411,4,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,591,411,5,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,592,411,1,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,593,411,2,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,594,411,3,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,595,411,4,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,596,411,5,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,597,411,1,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,598,411,2,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,599,411,3,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,600,411,4,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,601,411,5,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,602,502,1,T0,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,603,502,2,T0,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,604,502,3,T0,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,605,502,4,T0,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,606,502,5,T0,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,607,502,1,T1,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,608,502,2,T1,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,609,502,3,T1,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,610,502,4,T1,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,611,502,5,T1,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,612,502,1,T2,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,613,502,2,T2,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,614,502,3,T2,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,615,502,4,T2,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,616,502,5,T2,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,617,503,1,T0,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,618,503,2,T0,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,619,503,3,T0,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,620,503,4,T0,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,621,503,5,T0,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,622,503,1,T1,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,623,503,2,T1,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,624,503,3,T1,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,625,503,4,T1,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,626,503,5,T1,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,627,503,1,T2,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,628,503,2,T2,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,629,503,3,T2,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,630,503,4,T2,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,631,503,5,T2,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,632,504,1,T0,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,633,504,2,T0,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,634,504,3,T0,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,635,504,4,T0,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,636,504,5,T0,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,637,504,1,T1,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,638,504,2,T1,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,639,504,3,T1,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,640,504,4,T1,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,641,504,5,T1,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,642,504,1,T2,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,643,504,2,T2,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,644,504,3,T2,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,645,504,4,T2,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,646,504,5,T2,HF87.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,647,505,1,T0,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,648,505,2,T0,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,649,505,3,T0,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,650,505,4,T0,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,651,505,5,T0,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,652,505,1,T1,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,653,505,2,T1,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,654,505,3,T1,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,655,505,4,T1,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,656,505,5,T1,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,657,505,1,T2,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,658,505,2,T2,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,659,505,3,T2,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,660,505,4,T2,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,661,505,5,T2,HF87.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,662,506,1,T0,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,663,506,2,T0,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,664,506,3,T0,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,665,506,4,T0,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,666,506,5,T0,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,667,506,1,T1,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,668,506,2,T1,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,669,506,3,T1,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,670,506,4,T1,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,671,506,5,T1,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,672,506,1,T2,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,673,506,2,T2,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,674,506,3,T2,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,675,506,4,T2,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,676,506,5,T2,HF87.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,677,507,1,T0,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,678,507,2,T0,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,679,507,3,T0,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,680,507,4,T0,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,681,507,5,T0,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,682,507,1,T1,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,683,507,2,T1,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,684,507,3,T1,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,685,507,4,T1,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,686,507,5,T1,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,687,507,1,T2,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,688,507,2,T2,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,689,507,3,T2,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,690,507,4,T2,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,691,507,5,T2,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,692,508,1,T0,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,693,508,2,T0,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,694,508,3,T0,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,695,508,4,T0,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,696,508,5,T0,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,697,508,1,T1,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,698,508,2,T1,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,699,508,3,T1,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,700,508,4,T1,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,701,508,5,T1,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,702,508,1,T2,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,703,508,2,T2,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,704,508,3,T2,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,705,508,4,T2,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,706,508,5,T2,HF87.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,707,509,1,T0,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,708,509,2,T0,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,709,509,3,T0,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,710,509,4,T0,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,711,509,5,T0,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,712,509,1,T1,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,713,509,2,T1,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,714,509,3,T1,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,715,509,4,T1,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,716,509,5,T1,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,717,509,1,T2,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,718,509,2,T2,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,719,509,3,T2,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,720,509,4,T2,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,721,509,5,T2,HF87.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,722,510,1,T0,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,723,510,2,T0,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,724,510,3,T0,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,725,510,4,T0,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,726,510,5,T0,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,727,510,1,T1,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,728,510,2,T1,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,729,510,3,T1,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,730,510,4,T1,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,731,510,5,T1,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,732,510,1,T2,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,733,510,2,T2,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,734,510,3,T2,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,735,510,4,T2,HF87.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,736,510,5,T2,HF87.5,holdout,,42,bangladesh_group_split_v1
